# logMs_low logMs_up counts dN_dVdlogM
1.049999999999998401e+01 1.059999999999998366e+01 7.634750000000000000e+05 4.886240000000017375e-04
1.059999999999998366e+01 1.069999999999998330e+01 1.885503000000000000e+06 1.206721920000004356e-03
1.069999999999998330e+01 1.079999999999998295e+01 4.638842000000000000e+06 2.968858880000010362e-03
1.079999999999998295e+01 1.089999999999998259e+01 6.270324000000000000e+06 4.013007360000014033e-03
1.089999999999998259e+01 1.099999999999998224e+01 6.143408000000000000e+06 3.931781120000013910e-03
1.099999999999998224e+01 1.109999999999998188e+01 4.701759000000000000e+06 3.009125760000010488e-03
1.109999999999998188e+01 1.119999999999998153e+01 2.592947000000000000e+06 1.659486080000005916e-03
1.119999999999998153e+01 1.129999999999998117e+01 1.226006000000000000e+06 7.846438400000027309e-04
1.129999999999998117e+01 1.139999999999998082e+01 5.077330000000000000e+05 3.249491200000011420e-04
1.139999999999998082e+01 1.149999999999998046e+01 1.837630000000000000e+05 1.176083200000004183e-04
1.149999999999998046e+01 1.159999999999998010e+01 5.635200000000000000e+04 3.606528000000012914e-05
1.159999999999998010e+01 1.169999999999997975e+01 1.336100000000000000e+04 8.551040000000029856e-06
1.169999999999997975e+01 1.179999999999997939e+01 2.309000000000000000e+03 1.477760000000005313e-06
1.179999999999997939e+01 1.189999999999997904e+01 2.110000000000000000e+02 1.350400000000004734e-07
1.189999999999997904e+01 1.199999999999997868e+01 9.000000000000000000e+00 5.760000000000020641e-09
1.199999999999997868e+01 1.209999999999997833e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.209999999999997833e+01 1.219999999999997797e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.219999999999997797e+01 1.229999999999997762e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.229999999999997762e+01 1.239999999999997726e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.239999999999997726e+01 1.249999999999997691e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.249999999999997691e+01 1.259999999999997655e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.259999999999997655e+01 1.269999999999997620e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.269999999999997620e+01 1.279999999999997584e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.279999999999997584e+01 1.289999999999997549e+01 0.000000000000000000e+00 0.000000000000000000e+00
