# logMs_low logMs_up counts dN_dVdlogM
1.049999999999998401e+01 1.059999999999998366e+01 9.805800000000000000e+05 1.325500205226949222e-03
1.059999999999998366e+01 1.069999999999998330e+01 9.445950000000000000e+05 1.276857437798394924e-03
1.069999999999998330e+01 1.079999999999998295e+01 8.921500000000000000e+05 1.205964845390710251e-03
1.079999999999998295e+01 1.089999999999998259e+01 8.027510000000000000e+05 1.085119638628300473e-03
1.089999999999998259e+01 1.099999999999998224e+01 6.661410000000000000e+05 9.004569053112293020e-04
1.099999999999998224e+01 1.109999999999998188e+01 5.059430000000000000e+05 6.839090643630691422e-04
1.109999999999998188e+01 1.119999999999998153e+01 3.542970000000000000e+05 4.789213997953175022e-04
1.119999999999998153e+01 1.129999999999998117e+01 2.262750000000000000e+05 3.058675059023516175e-04
1.129999999999998117e+01 1.139999999999998082e+01 1.263140000000000000e+05 1.707451028197973057e-04
1.139999999999998082e+01 1.149999999999998046e+01 6.137900000000000000e+04 8.296913775176418984e-05
1.149999999999998046e+01 1.159999999999998010e+01 2.556100000000000000e+04 3.455211277591430281e-05
1.159999999999998010e+01 1.169999999999997975e+01 9.667000000000000000e+03 1.306737898379420194e-05
1.169999999999997975e+01 1.179999999999997939e+01 3.015000000000000000e+03 4.075529909603756780e-06
1.179999999999997939e+01 1.189999999999997904e+01 8.380000000000000000e+02 1.132767517163498525e-06
1.189999999999997904e+01 1.199999999999997868e+01 1.540000000000000000e+02 2.081696869250343483e-07
1.199999999999997868e+01 1.209999999999997833e+01 2.100000000000000000e+01 2.838677548977741173e-08
1.209999999999997833e+01 1.219999999999997797e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.219999999999997797e+01 1.229999999999997762e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.229999999999997762e+01 1.239999999999997726e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.239999999999997726e+01 1.249999999999997691e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.249999999999997691e+01 1.259999999999997655e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.259999999999997655e+01 1.269999999999997620e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.269999999999997620e+01 1.279999999999997584e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.279999999999997584e+01 1.289999999999997549e+01 0.000000000000000000e+00 0.000000000000000000e+00
