# logMs_low logMs_up counts dN_dVdlogM
1.049999999999998401e+01 1.059999999999998366e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.059999999999998366e+01 1.069999999999998330e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.069999999999998330e+01 1.079999999999998295e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.079999999999998295e+01 1.089999999999998259e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.089999999999998259e+01 1.099999999999998224e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.099999999999998224e+01 1.109999999999998188e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.109999999999998188e+01 1.119999999999998153e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.119999999999998153e+01 1.129999999999998117e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.129999999999998117e+01 1.139999999999998082e+01 1.630515000000000000e+06 1.410592403435106024e-04
1.139999999999998082e+01 1.149999999999998046e+01 6.977180000000000000e+05 6.036103381691889703e-05
1.149999999999998046e+01 1.159999999999998010e+01 2.597760000000000000e+05 2.247376149221307998e-05
1.159999999999998010e+01 1.169999999999997975e+01 8.213000000000000000e+04 7.105236940115563166e-06
1.169999999999997975e+01 1.179999999999997939e+01 2.107400000000000000e+04 1.823155525094305996e-06
1.179999999999997939e+01 1.189999999999997904e+01 4.342000000000000000e+03 3.756354413001555216e-07
1.189999999999997904e+01 1.199999999999997868e+01 5.940000000000000000e+02 5.138817414377990461e-08
1.199999999999997868e+01 1.209999999999997833e+01 4.400000000000000000e+01 3.806531418057770620e-09
1.209999999999997833e+01 1.219999999999997797e+01 3.000000000000000000e+00 2.595362330493934937e-10
1.219999999999997797e+01 1.229999999999997762e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.229999999999997762e+01 1.239999999999997726e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.239999999999997726e+01 1.249999999999997691e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.249999999999997691e+01 1.259999999999997655e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.259999999999997655e+01 1.269999999999997620e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.269999999999997620e+01 1.279999999999997584e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.279999999999997584e+01 1.289999999999997549e+01 0.000000000000000000e+00 0.000000000000000000e+00
