# logMs_low logMs_up counts dN_dVdlogM
1.049999999999998401e+01 1.059999999999998366e+01 9.156430000000000000e+05 9.156430000000031350e-03
1.059999999999998366e+01 1.069999999999998330e+01 8.579250000000000000e+05 8.579250000000029561e-03
1.069999999999998330e+01 1.079999999999998295e+01 7.587000000000000000e+05 7.587000000000026882e-03
1.079999999999998295e+01 1.089999999999998259e+01 6.125400000000000000e+05 6.125400000000021279e-03
1.089999999999998259e+01 1.099999999999998224e+01 4.232680000000000000e+05 4.232680000000014695e-03
1.099999999999998224e+01 1.109999999999998188e+01 2.390810000000000000e+05 2.390810000000008397e-03
1.109999999999998188e+01 1.119999999999998153e+01 1.130070000000000000e+05 1.130070000000004066e-03
1.119999999999998153e+01 1.129999999999998117e+01 4.722200000000000000e+04 4.722200000000017096e-04
1.129999999999998117e+01 1.139999999999998082e+01 1.737500000000000000e+04 1.737500000000006184e-04
1.139999999999998082e+01 1.149999999999998046e+01 5.195000000000000000e+03 5.195000000000017854e-05
1.149999999999998046e+01 1.159999999999998010e+01 1.144000000000000000e+03 1.144000000000003955e-05
1.159999999999998010e+01 1.169999999999997975e+01 1.630000000000000000e+02 1.630000000000005781e-06
1.169999999999997975e+01 1.179999999999997939e+01 1.000000000000000000e+01 1.000000000000003528e-07
1.179999999999997939e+01 1.189999999999997904e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.189999999999997904e+01 1.199999999999997868e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.199999999999997868e+01 1.209999999999997833e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.209999999999997833e+01 1.219999999999997797e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.219999999999997797e+01 1.229999999999997762e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.229999999999997762e+01 1.239999999999997726e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.239999999999997726e+01 1.249999999999997691e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.249999999999997691e+01 1.259999999999997655e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.259999999999997655e+01 1.269999999999997620e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.269999999999997620e+01 1.279999999999997584e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.279999999999997584e+01 1.289999999999997549e+01 0.000000000000000000e+00 0.000000000000000000e+00
